feature,value,0,1,2,3,4
num_mlp_2_0_outputs,5,0.33169526,0.118523255,-0.9746769,-1.0031579,0.08101199
num_mlp_2_0_outputs,6,0.5188154,0.4268765,-1.0028934,-0.5073306,0.538841
num_mlp_2_0_outputs,7,-1.6158876,2.574383,2.1089146,1.4274248,-2.476223
num_mlp_2_1_outputs,0,0.3954203,0.21078755,0.01966228,-0.058912978,0.101145945
num_mlp_2_1_outputs,1,0.29075545,-0.14734946,-0.26030287,-0.4550076,0.1299378
num_mlp_2_1_outputs,2,0.5182741,-0.22999786,-0.1695764,-0.35291353,0.07002683
num_mlp_2_1_outputs,3,-2.6651404,4.854857,-1.050418,2.7930639,-2.4184341
num_mlp_2_1_outputs,4,2.2422385,-2.3690476,1.0332516,-2.4300382,1.0483003
num_mlp_2_1_outputs,5,-0.09891022,0.08658271,-0.19012748,-0.21949014,-0.4648015
num_mlp_2_1_outputs,6,0.4611076,0.16726097,-0.1071503,-0.311546,0.06618291
num_mlp_2_1_outputs,7,-0.1599775,0.030044142,0.005751447,-3.977672e-05,0.32721508
ones,_,0.52029556,-0.067868516,-0.62471783,0.3820221,0.5379787
positions,0,-0.55338985,0.16306521,-0.85439074,-0.40642238,0.14964135
positions,1,0.5280386,-0.14724213,0.5970067,-0.7467777,0.23686598
positions,2,0.38954744,0.8604755,-0.6039743,-0.28181666,-1.2137707
positions,3,-0.29639643,0.01614753,0.115536064,0.05341277,0.6602663
positions,4,0.18045866,0.30951506,-0.40656316,0.048730426,0.2652431
positions,5,0.59840316,0.26852316,-0.34560585,-0.16546494,0.07422539
positions,6,-0.33188862,0.45200762,0.19566882,0.14554699,0.41299784
positions,7,-0.6555685,0.6807525,-0.6160297,-0.039756227,-0.028279623
tokens,0,0.10803196,-0.98922235,0.27103427,0.34401202,-1.5363619
tokens,1,-0.8399452,0.22088385,0.37212202,-0.4778299,1.289079
tokens,2,-0.18056464,0.80033845,-0.30639675,-0.83373606,-0.45005685
tokens,3,0.3628727,-0.9584094,-0.22044705,0.14844328,1.4897714
tokens,4,-1.0372508,0.7255852,1.2857096,-0.66566706,-0.73148054
tokens,</s>,0.30540213,0.086515084,0.24501373,0.15150963,-0.39766902
tokens,<pad>,-0.1145567,0.79156655,0.061738875,-0.17950408,0.17876343
tokens,<s>,-0.32864863,0.27443814,0.023430433,-0.13550214,-0.6973121
