feature,value,0,1,2,3,4,5,<s>
mlp_1_1_outputs,7,0.5415847,-0.2009765,0.4830462,0.20232365,-0.32243133,0.88251853,-0.088860996
mlp_1_2_outputs,0,0.31374758,0.14072442,0.13605912,-0.08022382,0.19442199,-0.10923626,-0.35861054
mlp_1_2_outputs,1,0.08344952,-0.06934999,0.10007975,0.62488276,0.5409129,-0.20215233,-0.06000494
mlp_1_2_outputs,2,0.3424604,-0.1745202,0.068678916,0.45011082,0.6062051,-0.08134955,-0.2045214
mlp_1_2_outputs,3,0.4568711,-0.38328663,0.26598752,0.3988217,0.31327438,-0.032384403,0.08935047
mlp_1_2_outputs,4,0.24512304,-0.20903544,0.049375072,0.08899332,0.17708607,-0.07138624,-0.06869197
mlp_1_2_outputs,5,0.38048163,-0.13872957,0.2593687,0.31360084,0.5419782,0.044843767,0.04488093
mlp_1_2_outputs,6,0.27249002,-0.42549005,0.54545796,0.45518363,0.3450349,0.008077854,-0.29494888
mlp_1_2_outputs,7,0.29851833,-0.0887597,-0.008256877,0.28026944,0.31463856,-0.05166344,-0.31307995
mlp_1_3_outputs,0,0.4511504,0.22089314,0.10417902,0.34561506,0.8953244,0.25334328,-0.8016219
mlp_1_3_outputs,1,0.1308231,0.06861102,-0.14761268,0.17128342,0.23603334,0.010362834,0.12149706
mlp_1_3_outputs,2,0.122840434,0.17615657,0.08052013,0.20254464,0.59586185,0.26223907,-1.0468966
mlp_1_3_outputs,3,-2.9092836,-0.72651535,-1.844268,3.264648,-6.8117824,-0.9107053,10.604335
mlp_1_3_outputs,4,0.4126037,0.46139067,0.28197357,0.2213732,0.82830954,0.3360946,0.012047711
mlp_1_3_outputs,5,0.09816097,-0.16031033,-0.06454688,-0.1367525,0.29125386,-0.27183726,-1.4651039
mlp_1_3_outputs,6,0.89521474,0.27868918,0.540686,-0.23591758,0.935346,0.19703375,-5.2897177
mlp_1_3_outputs,7,-0.19360428,-0.16332969,-0.19118594,-0.0678161,-0.1059952,-0.3701422,-0.07464878
mlp_2_0_outputs,0,0.3028524,0.16337487,0.12253306,-0.030113924,0.1781193,0.007137319,-0.10293724
mlp_2_0_outputs,1,0.021663815,0.3433854,-0.045979187,-0.20172456,0.30583465,-0.3672101,-0.062853746
mlp_2_0_outputs,2,0.5753687,-0.09693613,-0.21133432,-0.41213953,-0.29261175,-0.08591026,-0.14409032
mlp_2_0_outputs,3,0.07561499,-0.18690318,-0.04793442,-0.2476199,-0.043663375,0.22301827,-0.086863585
mlp_2_0_outputs,4,0.44608542,0.02172198,-0.11074081,-0.19803752,0.21044052,-0.18248889,-0.019650774
mlp_2_0_outputs,5,0.115124255,-0.20210648,-0.26867574,-0.08119507,0.27124518,-0.039621394,-0.0988804
mlp_2_0_outputs,6,0.5948749,0.4716159,-0.16184422,-0.06824667,0.19327578,-0.20871167,0.2718978
mlp_2_0_outputs,7,0.2009663,0.19449174,0.22255202,0.14266932,0.23487118,0.13556771,-0.025813578
mlp_2_1_outputs,0,1.0779907,1.1130955,1.137976,-7.988354,1.1290654,0.9602424,2.8256269
mlp_2_1_outputs,1,0.10345398,-0.17239541,-0.12737401,1.1083025,-0.16142674,-0.30025628,-0.72071725
mlp_2_1_outputs,2,0.07486745,0.2069352,-0.23175421,0.87417066,-0.049928278,-0.64295626,-0.70492256
mlp_2_1_outputs,3,0.2271128,-0.12769838,0.14772034,1.091503,0.12844054,-0.16255419,-0.80966
mlp_2_1_outputs,4,-0.06561085,-0.24877562,0.123639815,0.8060293,0.49523166,-0.2788333,-0.81969607
mlp_2_1_outputs,5,0.19811453,0.14304288,0.29011935,1.5374923,0.06004542,0.15637265,-0.31697887
mlp_2_1_outputs,6,0.108005136,-0.010705774,0.17208935,0.822149,0.05904481,-0.09052827,-0.64159364
mlp_2_1_outputs,7,0.20494016,-0.17650527,-0.051883724,1.4143927,0.16324143,-0.29490393,-0.83250654
mlp_2_2_outputs,0,-0.007475463,-0.022861928,-0.20906086,-0.03240952,0.2427951,-0.011385498,-0.13755523
mlp_2_2_outputs,1,0.44379103,0.17816493,0.29396528,0.26558492,0.55495757,0.1494882,-0.09647206
mlp_2_2_outputs,2,0.19088244,-0.014666755,0.09324777,0.06311101,0.32928365,0.06529465,-0.073178
mlp_2_2_outputs,3,0.22538242,0.2921709,0.01694156,0.11906723,0.34948763,0.19979459,0.09734488
mlp_2_2_outputs,4,0.39505303,-0.002108253,0.3907834,0.2722078,0.3741987,-0.13241535,0.15236802
mlp_2_2_outputs,5,-0.11954223,-0.022507763,0.13738123,0.113351695,0.062116362,-0.06556204,-0.13423619
mlp_2_2_outputs,6,0.47933015,0.30049783,-0.0063159447,-0.17896041,0.3561877,-0.07289348,0.08111599
mlp_2_2_outputs,7,-0.3232932,-0.2817692,-0.046303656,-0.47709948,-0.0434909,-0.34048945,-0.5278342
mlp_2_3_outputs,0,0.05274745,0.15573122,0.08988369,-0.08664952,0.051214878,0.015004197,-0.10299742
mlp_2_3_outputs,1,0.37136716,0.18573679,-0.079207554,-0.4990716,0.2845182,0.21319757,-0.0376265
mlp_2_3_outputs,2,0.35838965,-0.157169,0.16053315,-0.16559805,0.33721617,-0.05148759,0.21851987
mlp_2_3_outputs,3,0.53854156,-0.11268807,0.1751585,0.18222572,0.6993414,0.043459248,0.34523886
mlp_2_3_outputs,4,0.24164978,0.028837005,-0.026826546,-0.25850222,0.5522595,0.10500853,0.053001095
mlp_2_3_outputs,5,0.23618178,-0.21396534,-0.27858806,-0.050844755,-0.18456656,-0.08233686,-0.31526968
mlp_2_3_outputs,6,0.13717408,0.077483036,0.31737807,0.12848814,0.08993385,-0.1366113,0.042898543
mlp_2_3_outputs,7,0.32375434,-0.11581017,0.10210956,-0.058690708,0.41565043,-0.01659082,0.23672771
num_attn_0_0_outputs,_,6.4821343,-0.56266266,-3.5110686,-1.8983079,-0.35820773,-0.06315698,-0.068783455
num_attn_0_1_outputs,_,0.8092309,1.3184439,0.6913238,1.4544054,-5.0982385,0.7468761,1.4712287
num_attn_0_2_outputs,_,-0.33823422,4.6278133,-1.056133,-0.6098344,-0.74329394,-0.7674132,-1.6640388
num_attn_0_3_outputs,_,0.27829695,1.0043164,-2.5054817,0.024004307,1.229136,1.690611,-2.6486561
num_attn_0_4_outputs,_,0.58841634,-1.9534378,-1.4005978,0.058499448,-4.5734067,4.960401,0.6156011
num_attn_0_5_outputs,_,-3.5812547,-1.118047,0.3026687,5.245119,-0.4759626,0.19628902,0.22258848
num_attn_0_6_outputs,_,-2.31862,2.3823338,0.17906246,-4.192289,1.7285141,0.45307603,1.2246709
num_attn_0_7_outputs,_,-5.810631,1.4975424,4.1667833,-3.4535885,1.584454,0.7542688,2.748021
num_attn_1_0_outputs,_,0.7740514,0.8113318,1.4366387,1.0128697,-4.5524106,0.525161,1.8198599
num_attn_1_1_outputs,_,-0.017861174,-0.011079887,-0.38134226,-0.5143711,-0.16072696,-0.0696488,0.6332729
num_attn_1_2_outputs,_,0.2877116,0.034333736,-0.4254929,0.53496534,0.07127109,-0.045960005,-0.07076445
num_attn_1_3_outputs,_,1.1687212,-0.08303459,-0.24072383,-0.9869544,-0.24919847,-0.5768806,0.0859413
num_attn_1_4_outputs,_,-0.9703176,0.546027,1.2030201,-1.189098,0.7837055,1.3175734,0.2641349
num_attn_1_5_outputs,_,-2.597129,0.7850408,1.3551127,1.4704751,0.89885724,0.9447286,0.7144038
num_attn_1_6_outputs,_,1.7287507,-0.22252776,-1.0414834,1.7823923,-0.29466534,-0.80862546,-0.6177291
num_attn_1_7_outputs,_,0.49177164,1.1229485,0.7244224,0.6067507,1.219706,-3.7019436,1.0354708
num_attn_2_0_outputs,_,0.43666497,0.40415007,0.39172673,0.5095142,0.42074278,-1.2937206,0.95386165
num_attn_2_1_outputs,_,-0.07401866,0.094038785,1.0212233,0.35897,0.0167226,-0.035748143,0.32170856
num_attn_2_2_outputs,_,-0.027290314,-0.1481089,-0.1684944,0.18336649,-0.011728253,0.41544712,0.16195141
num_attn_2_3_outputs,_,-0.47787318,-0.2774045,-0.41894123,-0.69540054,2.8508368,-0.039671827,-0.40143284
num_attn_2_4_outputs,_,0.5733294,-2.1734388,0.5298598,0.6716671,0.4872874,0.31414127,0.36999425
num_attn_2_5_outputs,_,-0.500363,0.28296578,0.52126414,0.4223764,0.22288948,0.16974765,-1.392378
num_attn_2_6_outputs,_,0.12981164,-1.5507339,0.35527,0.14172623,0.48925218,0.26541483,0.45911154
num_attn_2_7_outputs,_,-1.5257413,0.7240146,-1.1847966,-0.77614266,0.7556013,0.74901617,2.0343635
num_mlp_0_0_outputs,0,-0.1222943,0.006522526,0.3106082,0.21326736,0.1367575,-0.27310053,0.013014763
num_mlp_0_0_outputs,1,3.8322306,-0.2075754,-3.328445,-2.1188362,-0.117835514,0.073627025,3.2894113
num_mlp_0_0_outputs,2,-0.29041156,0.0417668,0.38907638,0.10831307,0.18177788,-0.05413807,-0.27670473
num_mlp_0_0_outputs,3,-0.31819412,0.25158745,0.72303915,-0.23949312,0.50306267,0.24401213,0.0952166
num_mlp_0_0_outputs,4,-0.08306765,-0.083151095,0.808002,-0.044609282,0.18008924,-0.29031318,0.14249319
num_mlp_0_0_outputs,5,-0.5095532,-0.30981085,0.58206683,-0.31818953,0.08590615,-0.0030340473,0.076544754
num_mlp_0_0_outputs,6,-0.5395205,-0.0009252946,0.44504854,0.016342366,0.15252708,-0.055370763,-1.7207955
num_mlp_0_0_outputs,7,-0.28122762,0.15338299,0.4524755,0.09288421,-0.05995102,0.0164605,-0.14785422
num_mlp_0_1_outputs,0,1.6065273,-0.59808475,0.84170204,-3.2721798,-3.3130825,-0.14754821,3.1516197
num_mlp_0_1_outputs,1,0.69292486,-0.17335251,0.28155056,-1.7880087,-1.3675303,0.21781959,1.482808
num_mlp_0_1_outputs,2,-0.5752624,0.102658175,0.053488985,1.6642307,2.0379956,0.118276216,-4.4669914
num_mlp_0_1_outputs,3,0.50040144,-0.31099,0.5739853,-2.4620795,-1.5767004,0.06932445,1.5061839
num_mlp_0_1_outputs,4,1.7148625,-0.5978375,1.0308447,-2.921441,-3.1542392,0.5414937,2.6345909
num_mlp_0_1_outputs,5,0.7901174,0.07799114,0.31336024,-1.3644102,-1.2465897,0.36740765,1.4341592
num_mlp_0_1_outputs,6,-0.64543515,-0.5615991,0.01775863,0.43456373,1.2559892,-0.24403296,-2.5831583
num_mlp_0_1_outputs,7,0.5597915,-0.25942552,0.5423511,-1.8093226,-1.6971201,0.16727157,1.5081112
num_mlp_0_2_outputs,0,-0.1107075,-0.43279725,-2.053441,-0.056579396,-0.11415327,-1.3139904,4.108089
num_mlp_0_2_outputs,1,0.044425678,-0.16385941,0.4639908,0.2152152,-0.15118656,0.460423,-0.55312663
num_mlp_0_2_outputs,2,0.109412506,0.13988808,0.45363575,0.20113692,-0.04613456,0.564197,-0.74535424
num_mlp_0_2_outputs,3,-0.033247113,-0.06317832,0.41304415,0.14211582,0.30433694,0.59517264,-0.64624596
num_mlp_0_2_outputs,4,0.3995643,0.5019132,0.5250586,0.2391446,0.5159765,0.573667,-0.6863377
num_mlp_0_2_outputs,5,-0.2013787,0.043151807,0.23442622,-0.15258908,0.06377031,-0.049823724,-1.063492
num_mlp_0_2_outputs,6,0.09908885,0.24084276,0.44688472,0.043043446,0.26586324,0.3753367,-1.6030197
num_mlp_0_2_outputs,7,0.37118575,0.293721,0.034434915,0.36295947,-0.06945877,-0.048699938,-0.020548197
num_mlp_0_3_outputs,0,0.78176105,-0.03644918,0.686173,0.8316015,0.04339081,0.24891976,-0.48970366
num_mlp_0_3_outputs,1,0.5003827,-0.8441692,0.4253836,0.3052019,0.692262,0.3845882,-1.9846091
num_mlp_0_3_outputs,2,0.8462217,-0.4463812,0.62719,0.45969516,0.032437783,0.025966883,-0.41139373
num_mlp_0_3_outputs,3,0.66206115,-0.3580039,0.14273871,0.526943,-0.2737439,-0.1866247,-0.48324278
num_mlp_0_3_outputs,4,0.48905286,-0.15962012,0.19052604,0.13499129,-0.33964,-0.005691124,-0.040906563
num_mlp_0_3_outputs,5,0.7230757,-0.6005917,1.3718932,0.8720035,-0.50297964,-0.15805504,-0.55536556
num_mlp_0_3_outputs,6,0.95764637,-0.5548433,0.92839164,0.5526345,0.08228217,0.1989085,-1.0161476
num_mlp_0_3_outputs,7,-5.607765,3.2412274,-2.1551445,-1.0048413,-1.190019,-1.6339318,7.4978313
num_mlp_1_0_outputs,0,0.46880022,0.11678933,0.14719233,0.20037785,0.12247878,0.11859945,-0.055443466
num_mlp_1_0_outputs,1,0.14289303,-0.076855466,-0.20070301,-0.14515457,-0.2672741,-0.1459288,-0.07814267
num_mlp_1_0_outputs,2,0.11871695,-0.25590324,-0.20033212,-0.11792526,-0.2522492,-0.17541084,-0.035111073
num_mlp_1_0_outputs,3,0.24292213,-0.17099395,-0.045889813,-0.066930644,-0.24417304,-0.32883412,-0.15888469
num_mlp_1_0_outputs,4,0.3884686,-0.060489252,-0.11479392,0.029863045,-0.055852983,-0.048626468,-0.065613665
num_mlp_1_0_outputs,5,0.46448854,0.1445531,0.24966705,-0.1184818,-0.16867971,0.032119267,-0.021026183
num_mlp_1_0_outputs,6,0.593897,0.020956106,-0.24723297,0.072131164,0.173021,-0.12613805,0.06829751
num_mlp_1_0_outputs,7,0.08621332,-0.12408786,0.14866924,-0.24641512,0.02863389,-0.27275854,-0.10197535
num_mlp_1_1_outputs,0,-0.051197633,-0.101161435,0.4799648,-0.14176942,0.16075541,0.22619738,0.15159148
num_mlp_1_1_outputs,1,0.37251768,0.20072883,0.09086744,0.17325626,0.16092055,-0.0692817,-0.27403045
num_mlp_1_1_outputs,2,-0.22219072,-0.014394958,0.34753397,-0.18904866,0.050442643,0.15441123,-0.11073804
num_mlp_1_1_outputs,3,-0.28203112,-0.53480494,0.08233933,-0.16883224,-0.030411847,-0.3048997,-0.26029566
num_mlp_1_1_outputs,4,0.10478769,-0.051230583,0.24637684,0.30187872,0.18642022,0.13830899,0.028208755
num_mlp_1_1_outputs,5,-0.12345111,0.33376414,0.4516924,0.32030472,0.3682427,0.009586127,-0.11441701
num_mlp_1_1_outputs,6,0.05779434,0.0380382,0.2257381,0.1082597,0.14797977,0.024498887,-0.23038496
num_mlp_1_1_outputs,7,0.016018806,0.13258687,0.13763054,0.04962368,0.2894826,-0.6184353,-0.21162932
num_mlp_1_2_outputs,0,0.12785938,0.63376886,0.19356725,-0.042995427,-0.26000232,0.29873174,-1.4957874
num_mlp_1_2_outputs,1,0.01256393,0.90362823,0.011657826,-0.065854155,-0.112193644,0.2933452,-1.7760081
num_mlp_1_2_outputs,2,-0.4635681,0.6420568,0.04288811,-0.2810688,-0.25839743,-0.018704697,-1.9018214
num_mlp_1_2_outputs,3,0.5542342,1.6832867,-2.5765247,1.9229028,3.1873071,-3.462397,-0.25921512
num_mlp_1_2_outputs,4,0.25394794,0.1562277,-0.44517702,-0.30588058,-0.18790281,0.11848258,-0.9744366
num_mlp_1_2_outputs,5,-0.017547633,1.091553,0.05004598,0.17016128,-0.19727132,0.2998781,-3.8763888
num_mlp_1_2_outputs,6,-0.922704,1.137603,-0.22084412,-0.48618993,-0.617105,-0.44848782,4.711232
num_mlp_1_2_outputs,7,0.017936852,-4.088498,1.5082337,0.7257896,-0.19581434,0.5599461,4.9130793
num_mlp_1_3_outputs,0,-0.006677049,-0.36501214,0.06995825,0.0771424,-0.11653703,-0.06428802,0.24388178
num_mlp_1_3_outputs,1,-0.09100633,-0.35295302,0.018122751,-1.62832,-0.26917192,-0.46911645,2.008036
num_mlp_1_3_outputs,2,1.6731888,0.43257636,-0.085929215,1.2625313,0.63432175,0.3767246,-5.0452814
num_mlp_1_3_outputs,3,-0.19690704,-0.13555627,0.07697576,-1.1573764,-0.11792282,0.13105913,0.45103088
num_mlp_1_3_outputs,4,-0.23037136,-0.37206438,-0.07425074,0.516299,0.03367867,-0.11418377,-0.10288038
num_mlp_1_3_outputs,5,0.20395914,0.04488871,0.16153388,0.8347765,0.5695512,0.38281533,-2.2721207
num_mlp_1_3_outputs,6,1.4178065,-0.060192138,-0.35323736,0.86594397,0.46019083,0.40250656,-3.1928215
num_mlp_1_3_outputs,7,-4.009613,-1.4153634,1.9092975,-3.4519765,-0.45256734,-1.4337484,7.951727
num_mlp_2_0_outputs,0,0.5009676,0.17662473,0.14596695,0.4290101,0.27126184,-0.29893282,0.43613404
num_mlp_2_0_outputs,1,0.30761066,0.16260521,0.2713244,0.33219308,0.22385271,-0.06017125,0.16356406
num_mlp_2_0_outputs,2,0.23231906,0.2817925,0.10712507,0.6102782,0.206414,-0.28879663,0.3684007
num_mlp_2_0_outputs,3,-0.19569784,0.09981798,-0.30515447,0.015672402,-0.3824612,-0.53295827,-0.14875993
num_mlp_2_0_outputs,4,-0.009608747,-0.1862576,0.19089003,0.07322023,0.20184366,-0.32568341,0.004567271
num_mlp_2_0_outputs,5,-0.011912526,0.2530752,-0.08468544,-0.026890714,-0.05178914,-0.340789,-0.07838836
num_mlp_2_0_outputs,6,0.116061725,0.08936956,0.25790152,0.24063013,0.17580757,-0.23834148,0.27707154
num_mlp_2_0_outputs,7,0.12967283,0.17580828,0.23864347,0.0065223686,0.46767104,-0.23400117,0.22038196
num_mlp_2_1_outputs,0,-10.385519,-0.040200926,0.2968495,0.40986064,0.2715126,-0.20467116,4.4469204
num_mlp_2_1_outputs,1,-1.7041407,0.20776373,-0.09281904,-0.114762016,0.11814404,-0.30469453,0.9095079
num_mlp_2_1_outputs,2,-2.3229108,0.3491914,0.32886487,0.6196742,0.59136957,-0.07272132,1.5942695
num_mlp_2_1_outputs,3,-1.4879855,0.13164595,-0.18254894,0.29929507,0.4071586,-0.12039019,0.91949093
num_mlp_2_1_outputs,4,0.15347706,0.07099557,0.17928329,0.4124214,0.19184558,0.0018904213,0.20768447
num_mlp_2_1_outputs,5,4.112092,-0.70539814,-0.6649133,-0.39583603,-0.5045626,-0.5994813,-2.8364308
num_mlp_2_1_outputs,6,1.2405199,-0.20547011,-0.027456654,0.35139593,0.03306419,-0.12865871,-1.9876395
num_mlp_2_1_outputs,7,0.67320573,0.15501603,0.19329916,0.5902504,0.30912372,0.052635077,-3.4763057
num_mlp_2_2_outputs,0,-0.17272487,-0.2658728,0.28186566,-0.11697281,-0.048983373,0.17885351,-0.14170754
num_mlp_2_2_outputs,1,-0.33790436,-0.4304769,-0.28761175,-0.082567945,-0.45143184,-0.5018392,-0.7620166
num_mlp_2_2_outputs,2,0.057395943,-0.037921607,0.19350043,0.18256319,0.049391866,-0.11141601,-0.23161897
num_mlp_2_2_outputs,3,0.3601117,0.20657809,0.60326654,0.2352157,0.27351472,0.2597737,-0.28029728
num_mlp_2_2_outputs,4,0.12771344,0.18429253,0.321151,0.1533896,0.052912794,0.012253215,-0.20750973
num_mlp_2_2_outputs,5,0.20690271,-0.18045565,0.36669764,-0.11904183,-0.001448742,-0.07588552,-0.27845386
num_mlp_2_2_outputs,6,-0.13176271,-0.05311198,0.45731875,-0.083100386,0.13774382,0.05982679,-0.26886833
num_mlp_2_2_outputs,7,0.36908543,0.16499408,0.49283364,0.0781366,0.27032658,0.19395755,-0.18104042
num_mlp_2_3_outputs,0,0.66842604,0.08093139,0.18251456,0.1589964,0.5127144,-0.0695541,-0.10117398
num_mlp_2_3_outputs,1,0.26953626,-0.11863964,-0.042474188,0.055649295,0.29172215,-0.09135402,-0.42405593
num_mlp_2_3_outputs,2,-0.0137036145,-0.033141267,-0.16978721,-0.1476221,0.31977698,-0.31956518,-0.35355917
num_mlp_2_3_outputs,3,0.47986987,-0.030712973,-0.14015834,-0.13515903,0.30468294,-0.092216685,-0.3010554
num_mlp_2_3_outputs,4,0.5401911,0.13569549,-0.065797664,0.0074442555,0.44463453,-0.115617715,-0.12742488
num_mlp_2_3_outputs,5,0.53766394,-0.08462114,0.6105367,0.16420305,0.5441538,0.003711838,0.07104964
num_mlp_2_3_outputs,6,0.17393589,-0.2949281,-0.292375,0.026943129,0.5091364,-0.0102003,-0.089116395
num_mlp_2_3_outputs,7,0.15049051,0.14197233,-0.17848966,0.0050579114,0.28132695,0.13754539,-0.14647593
ones,_,0.6119976,0.1453865,0.23694581,-0.083961345,0.25240308,-0.31174248,-0.39398107
positions,0,0.016818061,-0.071573555,-0.26328003,0.216379,0.4414251,0.4406398,0.36182615
positions,1,1.2109325,0.7339027,2.1777558,2.0482295,4.5847864,1.5385306,-7.744987
positions,2,1.4573903,2.3911881,0.3037097,1.220278,0.14366357,0.02315804,-3.048624
positions,3,1.9021318,0.5063361,1.2052578,1.0955949,1.9991869,2.0540695,-10.314151
positions,4,0.29600883,-1.4929408,0.04048419,0.56843686,-1.5263501,-0.6917741,2.89541
positions,5,-2.7780826,-2.8264432,-2.6243804,-2.5439482,-0.24735272,-2.1679046,5.4392414
positions,6,-4.392099,-5.433229,-6.2788763,-6.343647,-2.6666245,-4.816577,8.355258
positions,7,-2.9122183,-3.0912805,-4.2673726,-5.8446608,-2.2723281,-3.657877,5.751051
tokens,0,2.8136528,-1.5525528,-0.27451694,-1.4156014,-1.1212137,0.20555249,-0.8613521
tokens,1,-1.1201527,1.8406448,-2.766904,-1.033158,0.44040826,-0.09771826,2.270838
tokens,2,-1.1968067,-0.84169513,3.2306535,-0.753206,-0.6865048,-1.2528534,-0.2994611
tokens,3,-0.8150197,-0.4571248,0.19589286,2.5844498,-0.1334758,-0.87588644,-1.1273504
tokens,4,-0.93425363,-0.32800967,0.005649082,-0.56331295,1.5956111,-1.1224376,-0.10202274
tokens,5,0.42379972,-1.5501015,-0.28484592,-1.2488395,-1.0547471,1.7247236,-1.0778708
tokens,<pad>,0.21773545,0.4269551,-0.18839721,0.14710175,-0.059099317,-0.18339032,0.26166555
tokens,<s>,0.051061288,-0.06108602,-0.114942476,0.15487806,0.059839915,0.5926337,0.077717304
